7.850513458251953125e-01,7.853981852531433105e-01,-6.935113668441772461e-02,1.605046963959466666e-05
7.840114831924438477e-01,7.853987812995910645e-01,-1.386060714721679688e-01,1.286369806621223688e-04
7.822799086570739746e-01,7.854014039039611816e-01,-2.076687961816787720e-01,4.354913544375449419e-04
7.798590660095214844e-01,7.854084968566894531e-01,-2.764436006546020508e-01,1.036719302646815777e-03
7.767522931098937988e-01,7.854234576225280762e-01,-3.448352813720703125e-01,2.035943791270256042e-03
7.729639410972595215e-01,7.854508757591247559e-01,-4.127493500709533691e-01,3.541394835337996483e-03
7.684991955757141113e-01,7.854963541030883789e-01,-4.800920486450195312e-01,5.666930228471755981e-03
7.633643150329589844e-01,7.855666875839233398e-01,-5.467706918716430664e-01,8.532966487109661102e-03
7.575663328170776367e-01,7.856699228286743164e-01,-6.126937270164489746e-01,1.226730830967426300e-02
7.511132359504699707e-01,7.858154177665710449e-01,-6.777708530426025391e-01,1.700584776699542999e-02
7.440140247344970703e-01,7.860139012336730957e-01,-7.419134378433227539e-01,2.289313264191150665e-02
7.362784147262573242e-01,7.862775921821594238e-01,-8.050342798233032227e-01,3.008276969194412231e-02
7.279170155525207520e-01,7.866204380989074707e-01,-8.670481443405151367e-01,3.873766213655471802e-02
7.189413905143737793e-01,7.870578169822692871e-01,-9.278717637062072754e-01,4.903005808591842651e-02
7.093638181686401367e-01,7.876070737838745117e-01,-9.874241948127746582e-01,6.114139780402183533e-02
6.991974115371704102e-01,7.882873415946960449e-01,-1.045626997947692871e+00,7.526193559169769287e-02
6.884560585021972656e-01,7.891196608543395996e-01,-1.102404236793518066e+00,9.159017354249954224e-02
6.771543025970458984e-01,7.901271581649780273e-01,-1.157683372497558594e+00,1.103320345282554626e-01
6.653075814247131348e-01,7.913350462913513184e-01,-1.211395144462585449e+00,1.316998004913330078e-01
6.529318690299987793e-01,7.927706837654113770e-01,-1.263474225997924805e+00,1.559108942747116089e-01
6.400437355041503906e-01,7.944635152816772461e-01,-1.313859820365905762e+00,1.831863075494766235e-01
6.266604661941528320e-01,7.964453697204589844e-01,-1.362496495246887207e+00,2.137490063905715942e-01
6.127998232841491699e-01,7.987501621246337891e-01,-1.409334301948547363e+00,2.478219270706176758e-01
5.984799265861511230e-01,8.014141917228698730e-01,-1.454330682754516602e+00,2.856260538101196289e-01
5.837194919586181641e-01,8.044758439064025879e-01,-1.497450947761535645e+00,3.273782432079315186e-01
5.685372948646545410e-01,8.079756498336791992e-01,-1.538669705390930176e+00,3.732888996601104736e-01
5.529524683952331543e-01,8.119561672210693359e-01,-1.577972531318664551e+00,4.235598742961883545e-01
5.369842052459716797e-01,8.164620399475097656e-01,-1.615357637405395508e+00,4.783821702003479004e-01
5.206516385078430176e-01,8.215395808219909668e-01,-1.650837540626525879e+00,5.379338860511779785e-01
5.039737224578857422e-01,8.272370100021362305e-01,-1.684441447257995605e+00,6.023781299591064453e-01
4.869689345359802246e-01,8.336039185523986816e-01,-1.716217279434204102e+00,6.718614697456359863e-01
4.696552455425262451e-01,8.406914472579956055e-01,-1.746233701705932617e+00,7.465124726295471191e-01
4.520498216152191162e-01,8.485518097877502441e-01,-1.774582982063293457e+00,8.264404535293579102e-01
4.341687560081481934e-01,8.572381734848022461e-01,-1.801382780075073242e+00,9.117346405982971191e-01
4.160268306732177734e-01,8.668045997619628906e-01,-1.826778054237365723e+00,1.002463936805725098e+00
3.976372778415679932e-01,8.773057460784912109e-01,-1.850943684577941895e+00,1.098676681518554688e+00
3.790113925933837891e-01,8.887965083122253418e-01,-1.874085187911987305e+00,1.200400471687316895e+00
3.601582050323486328e-01,9.013321399688720703e-01,-1.896440267562866211e+00,1.307643055915832520e+00
3.410843014717102051e-01,9.149677157402038574e-01,-1.918278694152832031e+00,1.420392155647277832e+00
3.217933475971221924e-01,9.297582507133483887e-01,-1.939902901649475098e+00,1.538616061210632324e+00
3.022858500480651855e-01,9.457581043243408203e-01,-1.961646795272827148e+00,1.662263751029968262e+00
2.825588285923004150e-01,9.630213379859924316e-01,-1.983873605728149414e+00,1.791264533996582031e+00
2.626054883003234863e-01,9.816009402275085449e-01,-2.006974697113037109e+00,1.925527453422546387e+00
2.424150258302688599e-01,1.001549005508422852e+00,-2.031364917755126953e+00,2.064939737319946289e+00
2.219724208116531372e-01,1.022916436195373535e+00,-2.057480335235595703e+00,2.209365129470825195e+00
2.012581676244735718e-01,1.045752525329589844e+00,-2.085771560668945312e+00,2.358640432357788086e+00
1.802482157945632935e-01,1.070104837417602539e+00,-2.116700172424316406e+00,2.512572050094604492e+00
1.589138358831405640e-01,1.096018791198730469e+00,-2.150731563568115234e+00,2.670931577682495117e+00
1.372216939926147461e-01,1.123537302017211914e+00,-2.188328266143798828e+00,2.833450078964233398e+00
1.151338666677474976e-01,1.152700543403625488e+00,-2.229943513870239258e+00,2.999812364578247070e+00
9.260798245668411255e-02,1.183545112609863281e+00,-2.276011228561401367e+00,3.169651031494140625e+00
6.959744542837142944e-02,1.216103792190551758e+00,-2.326939105987548828e+00,3.342539310455322266e+00
4.605175927281379700e-02,1.250404477119445801e+00,-2.383098125457763672e+00,3.517984628677368164e+00
2.191695757210254669e-02,1.286470055580139160e+00,-2.444812297821044922e+00,3.695424318313598633e+00
-2.863893751055002213e-03,1.324317455291748047e+00,-2.512346982955932617e+00,3.874219655990600586e+00
-2.835003659129142761e-02,1.363956689834594727e+00,-2.585896015167236328e+00,4.053652763366699219e+00
-5.460223928093910217e-02,1.405390024185180664e+00,-2.665568351745605469e+00,4.232927322387695312e+00
-8.168185502290725708e-02,1.448611736297607422e+00,-2.751370906829833984e+00,4.411167144775390625e+00
-1.096497327089309692e-01,1.493606805801391602e+00,-2.843191146850585938e+00,4.587424755096435547e+00
-1.385649144649505615e-01,1.540350198745727539e+00,-2.940777063369750977e+00,4.760685920715332031e+00
-1.684831231832504272e-01,1.588806986808776855e+00,-3.043713092803955078e+00,4.929881572723388672e+00
-1.994550228118896484e-01,1.638930678367614746e+00,-3.151395082473754883e+00,5.093903064727783203e+00
-2.315241247415542603e-01,1.690663933753967285e+00,-3.262997865676879883e+00,5.251618385314941406e+00
-2.647244930267333984e-01,1.743938207626342773e+00,-3.377440929412841797e+00,5.401889801025390625e+00
-2.990778684616088867e-01,1.798673152923583984e+00,-3.493347167968750000e+00,5.543590545654296875e+00
-3.345906138420104980e-01,1.854777812957763672e+00,-3.608996868133544922e+00,5.675621986389160156e+00
-3.712499737739562988e-01,1.912149906158447266e+00,-3.722274541854858398e+00,5.796923160552978516e+00
-4.090197384357452393e-01,1.970677018165588379e+00,-3.830616235733032227e+00,5.906478881835937500e+00
-4.478357136249542236e-01,2.030236959457397461e+00,-3.930960178375244141e+00,6.003324031829833984e+00
-4.876003861427307129e-01,2.090698242187500000e+00,-4.019722461700439453e+00,6.086557388305664062e+00
-5.281780362129211426e-01,2.151920080184936523e+00,-4.092826843261718750e+00,6.155384540557861328e+00
-5.693899393081665039e-01,2.213755846023559570e+00,-4.145833492279052734e+00,6.209215164184570312e+00
-6.110125780105590820e-01,2.276053667068481445e+00,-4.174219608306884766e+00,6.247847080230712891e+00
-6.527782678604125977e-01,2.338663339614868164e+00,-4.173829078674316406e+00,6.271729469299316406e+00
-6.943822503089904785e-01,2.401443481445312500e+00,-4.141430377960205078e+00,6.282236576080322266e+00
-7.354939579963684082e-01,2.464271545410156250e+00,-4.075224399566650391e+00,6.281801700592041016e+00
-7.757734060287475586e-01,2.527054071426391602e+00,-3.975102186203002930e+00,6.273765087127685547e+00
-8.148876428604125977e-01,2.589734077453613281e+00,-3.842533111572265625e+00,6.261925220489501953e+00
-8.525246381759643555e-01,2.652292251586914062e+00,-3.680166482925415039e+00,6.249935150146484375e+00
-8.884027004241943359e-01,2.714742422103881836e+00,-3.491322994232177734e+00,6.240775585174560547e+00
-9.222747087478637695e-01,2.777123928070068359e+00,-3.279554367065429688e+00,6.236451148986816406e+00
-9.539290070533752441e-01,2.839490890502929688e+00,-3.048345804214477539e+00,6.237915992736816406e+00
-9.831877350807189941e-01,2.901901721954345703e+00,-2.800955533981323242e+00,6.245170116424560547e+00
-1.009904146194458008e+00,2.964411020278930664e+00,-2.540348291397094727e+00,6.257435321807861328e+00
-1.033959627151489258e+00,3.027062654495239258e+00,-2.269183158874511719e+00,6.273353576660156250e+00
-1.055260539054870605e+00,3.089884519577026367e+00,-1.989827752113342285e+00,6.291168212890625000e+00
-1.073735833168029785e+00,3.152885675430297852e+00,-1.704382419586181641e+00,6.308879375457763672e+00
-1.089334130287170410e+00,3.216054677963256836e+00,-1.414707303047180176e+00,6.324374198913574219e+00
-1.102021455764770508e+00,3.279358625411987305e+00,-1.122450351715087891e+00,6.335529327392578125e+00
-1.111779451370239258e+00,3.342743873596191406e+00,-8.290731906890869141e-01,6.340294837951660156e+00
-1.118603587150573730e+00,3.406136751174926758e+00,-5.358754992485046387e-01,6.336757659912109375e+00
-1.122501492500305176e+00,3.469445466995239258e+00,-2.440168708562850952e-01,6.323195457458496094e+00
-1.123491883277893066e+00,3.532562255859375000e+00,4.546425864100456238e-02,6.298110008239746094e+00
-1.121603250503540039e+00,3.595365047454833984e+00,3.316344022750854492e-01,6.260251522064208984e+00
-1.116873025894165039e+00,3.657721281051635742e+00,6.136516332626342773e-01,6.208632469177246094e+00
